,Name,Rate,Reviews_num,Type,Review,By,Lat,Lng,Hotness
892,San Remo Pelican Feeding,4.5,2,Points of Interest & Landmarks,,,-38.5209488,145.3646125,9
893,Queensland Building,4.5,2,Architectural Buildings,,,-37.8171646,144.9592261,9
894,Carlton Library,4.5,2,Libraries,,,-37.7987183,144.9652548,9
895,Eades Place,3,3,Parks • Playgrounds,,,-37.8058952,144.9508996,9
896,Skinny Park,4.5,2,Playgrounds,,,-37.7951071,144.9307337,9
897,Former Metropolitan Meat Market,4.5,2,Architectural Buildings,,,-37.801658,144.954374,9
898,Gardiner Reserve Park,4.5,2,Parks • Playgrounds,,,-37.7991707,144.9438047,9
899,Women's Peace Park,4.5,2,Parks • Gardens,,,-37.7912195,144.9238493,9
900,Queen Victoria Market,4.5,2,Flea & Street Markets,,,-37.8075798,144.956785,9
901,Ron Barassi Jnr Statue,4.5,2,Monuments & Statues,,,-37.816525,144.9345345,9
902,277-279 Flinders Lane.,4.5,2,Points of Interest & Landmarks • Architectural Buildings,,,-37.8172306,144.9653065,9
903,Amy Thai Massage,4.5,2,Spas,,,-37.8131763,144.9677795,9
904,Speakers Corner,4.5,2,Historic Sites,,,-37.8209705,144.9758552,9
905,Simulator World,4.5,2,Game & Entertainment Centres,,,-37.8103778,144.9656778,9
906,Errol Street Reserve,3,3,Parks,,,-37.7984578,144.9505957,9
907,Highlander,3,3,Bars & Clubs,,,-37.8197857,144.958091,9
908,The Welsh Church,4.4,2,Architectural Buildings • Churches & Cathedrals,,,-37.8104167,144.9598639,8.8
909,Big Peninsula Tunnel,4.4,2,Points of Interest & Landmarks,,,-37.7050612,145.8195859,8.8
910,"Register of Births, Deaths and Marriages - historic building",4.4,2,Architectural Buildings,,,-37.8132684,144.9744882,8.8
911,Railway & Miller Street Reserve,4.4,2,Parks • Playgrounds,,,35.9214247,139.6179197,8.8
912,Backlot Rooftop Drive-in Docklands,4.4,2,Cinemas,,,-37.8123652,144.9394157,8.8
913,New Beach,4.4,2,Points of Interest & Landmarks • Piers & Boardwalks,,,-37.8403345,144.9245827,8.8
914,Ormond College,4.3,2,Architectural Buildings,,,-37.7928504,144.9606057,8.6
915,Eastern Reserve,4.3,2,Parks • Playgrounds,,,-37.8343543,144.9656564,8.6
916,Pleasance Gardens,4.3,2,Parks • Gardens,,,-37.7963009,144.945621,8.6
917,Arc One Gallery,4.3,2,Art Galleries • Speciality Museums,,,-37.8148,144.973093,8.6
918,South African (Boer) War Memorial,4.3,2,Monuments & Statues,,,-37.8259264,144.9718308,8.6
919,Asia Society and Museum,4.3,2,Art Museums,,,22.2758791,114.1652543,8.6
920,Zone Bowling Watergardens,4.3,2,Bowling Alleys,"Over 20 lanes available, huge arcade where we all played and had fun.",By elddewt,-37.7018088,144.7758805,8.6
921,Traveling Spoon,4.3,2,Cooking Classes • Food Tours,,,-37.811792,144.961709,8.6
922,Tech Assault,4.3,2,Other Outdoor Activities,,,-37.8278578,144.956648,8.6
923,Badger Vs Hawk,4.3,2,Bars & Clubs,,,-37.811012,144.959629,8.6
924,Digiphoto Day Tours,4.3,2,Sightseeing Tours,,,-37.8170124,144.970065,8.6
925,Historic Bank Place,4.3,2,Scenic Walking Areas,,,-37.8167493,144.9604,8.6
926,Royal Thai Massage,4.3,2,Spas,,,-37.818638,144.962834,8.6
927,Port Melbourne Bowling Club,4.2,2,Sports Complexes,,,-37.8349123,144.9434879,8.4
928,AAT Kings,4.2,2,City Tours • Multi-day Tours,,,-37.8171411,144.969985,8.4
929,Something Aussie,4.2,2,Speciality & Gift Shops,,,-37.8071142,144.9928963,8.4
930,endota spa,4.2,2,Spas,,,-37.814967,144.9723504,8.4
931,Treats from Home,4.2,2,Speciality & Gift Shops,,,-37.8154705,144.9657215,8.4
932,Alkira House,4.1,2,Architectural Buildings,,,-37.8183311,144.9624448,8.2
933,King Edward VII Monument,4.1,2,Monuments & Statues,,,-37.8226708,144.9709923,8.2
934,Sugar Station,4.1,2,Speciality & Gift Shops,,,-37.8181858,144.9674698,8.2
935,Albion Hotel,4.1,2,Bars & Clubs,,,-37.831577,144.9560202,8.2
936,Union House Theatre,4.1,2,Theatres,,,-37.796797,144.9613249,8.2
937,Golfplus Golf & Cocktail Bar,4.1,2,Game & Entertainment Centres,,,36.374022,139.02972,8.2
938,Tivoli Arcade Centre,4,2,Shopping Malls,,,-37.813457,144.9663342,8
939,Higson Lane,4,2,Points of Interest & Landmarks,,,-37.8160682,144.970487,8
940,Lombard Building,4,2,Architectural Buildings,,,-37.8184435,144.9618682,8
941,Russell's Old Corner Shop,4,2,Historic Sites • Points of Interest & Landmarks,,,-37.8125436,144.954156,8
942,Postal Lane,4,2,Points of Interest & Landmarks,,,-37.8135386,144.9635113,8
943,Bridgewater Boulevard Park,4,2,Playgrounds,,,-38.0672595,145.3490994,8
944,Buckingham Reserve,4,2,Parks • Playgrounds,,,-37.8377361,144.9173132,8
945,Burke and Wills Memorial Cairn - Royal Park,4,2,Points of Interest & Landmarks • Monuments & Statues,,,-37.788904,144.9560565,8
946,Vintage Sole,4,2,Historic Sites • Points of Interest & Landmarks,,,-37.8166598,144.9668196,8
947,Parsons Street Reserve,4,2,Parks • Playgrounds,,,-37.7899633,144.9326913,8
948,Agraba - Lebanese Mezze,4,2,Bars & Clubs,,,-37.8035381,144.9493366,8
949,Chaise Lounge,4,2,Bars & Clubs,,,-37.816116,144.960926,8
950,Newmarket Plaza Playground,3.9,2,Parks • Playgrounds,,,-37.7873413,144.9279827,7.8
951,Burnside Shopping Centre,3.9,2,Shopping Malls,,,-37.759917,144.754415,7.8
952,Fitzroy Gardens Playground,3.9,2,Playgrounds,,,-37.8117167,144.9818364,7.8
953,Jankara Karaoke Bar Russell Street,3.9,2,Bars & Clubs • Karaoke Bars,,,-37.809524,144.966885,7.8
954,Soar Aviation,3.8,2,Lessons & Workshops,,,-37.975832,145.090232,7.6
955,Red Coat Tours,3.7,2,City Tours • Ghost & Vampire Tours,,,-37.8169233,144.9697126,7.4
956,North Melbourne Recreation Reserve,3.5,2,Parks,,,-37.7991405,144.9415681,7
957,Alternative Walking Tours,1,7,Walking Tours,,,-37.8166598,144.9668196,7
958,Dame Edna Lane,3.5,2,Points of Interest & Landmarks • Monuments & Statues,,,-37.815396,144.9646278,7
959,Baroq House Saturdays!,3.5,2,Bars & Clubs,,,-37.8112897,144.963987,7
960,Former National Bank Head Office,2.3,3,Architectural Buildings,,,-37.8152034,144.9588604,6.9
961,Therapy Nightclub,2.3,3,Bars & Clubs • Dance Clubs & Discos,,,-37.8237431,144.9572076,6.9
962,Therapure Massage,3.4,2,Spas,,,-37.8124334,144.9637872,6.8
963,Forward Surge,3.1,2,Historic Sites • Points of Interest & Landmarks,,,-37.8280155,144.9985266,6.2
964,Howe Crescent Reserve,3,2,Parks,,,-37.8389216,144.960065,6
965,Leveson Street Reserve,3,2,Parks,,,-37.8004948,144.9516764,6
966,Avonsleigh Berries,3,2,Farms,,,-37.9099283,145.4785494,6
967,Riverside Park,3,2,Parks,,,-37.7949218,144.9154213,6
968,Weedon Reserve,3,2,Parks,,,-37.8171087,144.9888939,6
969,Eastwood and Rankins Road Reserve,3,2,Parks,,,-37.7934753,144.9311166,6
970,Tattersalls Lane,3,2,Points of Interest & Landmarks,,,-37.8119048,144.9656045,6
971,The High Tea Mistress,2.9,2,Cooking Classes • Self-Guided Tours & Rentals,,,-37.8233148,145.0430393,5.8
972,General Post Office,2.8,2,Points of Interest & Landmarks • Architectural Buildings,There is a sense of grandeur about this place and that’s just the inside.,By AndyJohn74,-37.8124428,144.9626144,5.6
973,Quick Brown Fox,2.8,2,Speciality & Gift Shops,,,-37.8166935,144.9645645,5.6
974,Metro,1.7,3,Bars & Clubs • Dance Clubs & Discos,,,-37.819624,144.9509452,5.1
975,The Midlands,5,1,Scenic Drives,,,52.8228848,-1.4377962,5
976,Cardigan Street Park,5,1,Historic Sites,,,-37.7943761,144.9661593,5
977,William Barak Bridge,5,1,Bridges,,,-37.8183412,144.9774724,5
978,Maribyrnong River Trail,5,1,Biking Trails,,,-37.7677887,144.8716026,5
979,Melbourne Valley Wine Tours,5,1,Wine Tours & Tastings  • Day Trips,,,-37.8379497,144.9541176,5
980,Mary Gilbert Statue,5,1,Points of Interest & Landmarks • Monuments & Statues,,,-37.8140293,144.9785226,5
981,Oarsmens Cenotaph,5,1,Monuments & Statues,,,-37.8217616,144.9748116,5
982,Former Leviathan Clothing Store,5,1,Architectural Buildings,,,-37.8896103,145.0679012,5
983,Royal Parade,5,1,Historic Walking Areas,,,-37.7889505,144.9588092,5
984,Super Day Tours,5,1,Taxis & Shuttles,,,-37.8166724,144.9533437,5
985,►► Withlocals™ - Local Private Tours 🇦🇺,5,1,"Bar, Club & Pub Tours • Beer Tastings & Tours",,,-37.850163,144.993873,5
986,Foodie Adventure Tours,5,1,Cooking Classes,,,-37.8190716,144.955763,5
987,Chic Empire Ugg Boots,2.5,2,Speciality & Gift Shops,,,-37.81356,144.9625783,5
988,Livelo Bike Rental,5,1,Bike Tours • Equipment Hire,,,-37.8213191,144.9572166,5
989,Sevenstar Limo,5,1,Taxis & Shuttles,,,-37.8140803,145.0531561,5
990,Premium Melbourne Airport Transfers,5,1,Taxis & Shuttles,,,-37.668863,144.8512883,5
991,Luxciticars,5,1,Taxis & Shuttles,,,-37.866187,144.6550122,5
992,Melbourne Way,5,1,Taxis & Shuttles,,,-37.7981341,145.1187505,5
993,Birrarung Wilam,5,1,Monuments & Statues,,,-37.8186072,144.9719549,5
994,Natural Tours,5,1,Sightseeing Tours • Nature & Wildlife Tours,,,-37.850692,145.004407,5
995,Melbourne Italian Tours,5,1,Walking Tours,,,-37.80546,144.983898,5
996,JMG Tours,5,1,City Tours • Night Tours,,,-37.91048,145.082881,5
997,Kurrajong House,5,1,Architectural Buildings,,,-37.815246,144.9679684,5
998,Former Flemington Fire Brigade Station,5,1,Architectural Buildings • Government Buildings,,,-37.7704997,144.9166194,5
999,Urban Yoga,5,1,Yoga & Pilates,,,-37.814832,144.965883,5
1000,Bare Nature Wildlife Tours,5,1,Nature & Wildlife Tours,,,-37.850692,145.004407,5
1001,Rutherford Pearls,5,1,Speciality & Gift Shops,,,-37.8150115,144.9677281,5
1002,Melbourne Op Shop Tours - Private Tour,5,1,Shopping Tours • Private Tours,,,-37.8485176,144.9791924,5
1003,Melbourne Interactive Theatre,5,1,Sightseeing Tours,,,-37.8099821,144.9693717,5
1004,Real Melbourne Photography Workshops,5,1,Lessons & Workshops,,,-37.817098,144.959749,5
1005,Former Martin and Pleasance Building,5,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.831717,144.921261,5
1006,The Cause - Melbourne,5,1,Speciality & Gift Shops,,,-37.814771,144.964376,5
1007,Adventure Sails,5,1,Boat Tours,,,-37.8229507,144.9415506,5
1008,Fly Stratos,5,1,Helicopter Tours,,,35.449086,139.334182,5
1009,The Ugg Shop (Urban Ugg Co.),4.9,1,Speciality & Gift Shops,,,-37.8850889,145.0833263,4.9
1010,Clementine's,4.9,1,Speciality & Gift Shops,,,-37.8175609,144.9658421,4.9
1011,Moku Concept Store,4.9,1,Speciality & Gift Shops,,,-37.8144624,144.9640635,4.9
1012,Albanian Mosque - North Carlton,4.9,1,Architectural Buildings • Churches & Cathedrals,,,-37.7866779,144.970486,4.9
1013,Melbourne Wine Tours- Day Tours,4.9,1,Wine Tours & Tastings ,,,-37.8172233,144.9680687,4.9
1014,My Silver Service,4.9,1,Taxis & Shuttles,,,-37.6748796,144.9414799,4.9
1015,Melbourne Motocross Hire,4.9,1,Equipment Hire,,,-37.7973082,145.2524656,4.9
1016,Overhead Water Tank,4.8,1,Historic Sites • Points of Interest & Landmarks,,,-38.0131282,145.2559802,4.8
1017,Kepler's Yard,4.8,1,Bars & Clubs,,,-37.769148,144.9982808,4.8
1018,Pin Oak Beer And Wine,4.8,1,Bars & Clubs • Wine Bars,,,-37.7870694,144.9293047,4.8
1019,"St Judes, Carlton",4.8,1,Historic Sites • Churches & Cathedrals,,,-37.7965511,144.9674357,4.8
1020,Rest in Pieces,4.8,1,Lessons & Workshops,,,37.5405944,-77.4516056,4.8
1021,Clinique di Beauty,4.8,1,Spas,,,-37.8132125,144.9731659,4.8
1022,Maxi Cab Melbourne Airport,4.8,1,Taxis & Shuttles,,,-37.816321,144.966648,4.8
1023,GAY TOURS MELBOURNE,4.8,1,"Bar, Club & Pub Tours • Private Tours",,,-37.8097472,144.9654858,4.8
1024,Olderfleet Building,4.8,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8180765,144.9583657,4.8
1025,Sun Seekers,4.8,1,Surfing & Windsurfing • Stand Up Paddleboarding,,,-37.8710975,144.833847,4.8
1026,e.g.etal,4.8,1,Speciality & Gift Shops,,,-37.8160129,144.9687652,4.8
1027,Professional Chambers Building,4.8,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8131042,144.9586881,4.8
1028,Free Twisted Tales Walking Tour,4.8,1,Historical & Heritage Tours • Walking Tours,,,-37.8097472,144.9654858,4.8
1029,Flinders Lane Gallery,4.8,1,Private Tours,,,-37.8166,144.9668022,4.8
1030,Former Clyde House,4.8,1,Points of Interest & Landmarks • Architectural Buildings,,,-38.1234727,145.3297642,4.8
1031,Melbourne Chauffeur Car,4.8,1,Taxis & Shuttles,,,-37.85514,144.857113,4.8
1032,Melbourne City Tours and Airport Transfers,4.8,1,Taxis & Shuttles • Private Tours,,,-37.816321,144.966648,4.8
1033,Guilfoyle's Volcano,4.7,1,Gardens,,,-37.8324591,144.9836201,4.7
1034,Lind National Park,4.7,1,National Parks,,,-37.8900735,145.3176822,4.7
1035,Melbourne College of Priniting and Graphic Arts,4.7,1,Architectural Buildings,,,-37.8178116,144.9651461,4.7
1036,Archbishop Daniel Mannix Statue,4.7,1,Points of Interest & Landmarks • Religious Sites,,,-37.8100833,144.9764167,4.7
1037,Uoouoo Art Trail,4.7,1,Points of Interest & Landmarks,,,-37.820183,144.9681048,4.7
1038,Snake Handling Courses,4.7,1,Lessons & Workshops,,,-37.7818607,145.2104855,4.7
1039,Record Chambers,4.7,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.812098,144.961819,4.7
1040,Wines on Poath,4.7,1,Bars & Clubs • Wine Bars,,,-37.893717,145.077129,4.7
1041,Miyabi Japanese Massage Salon,4.7,1,Spas,,,-37.8117749,144.9697383,4.7
1042,Adreno Scuba Diving,4.7,1,Scuba & Snorkelling,,,-37.961446,145.054118,4.7
1043,The Jubilee Sailing Trust,4.7,1,Boat Tours,,,-38.213553,145.033663,4.7
1044,Melbourne Art Adventure,4.7,1,Cultural Tours,,,-37.820183,144.9681048,4.7
1045,Spring Valley Golf Club,4.7,1,Golf Courses,,,-37.9532187,145.1285205,4.7
1046,Chauffeur Cars Melbourne,4.7,1,City Tours • Multi-day Tours,,,-37.752595,144.902818,4.7
1047,Maritime Cove Community Park,4.6,1,Parks • Playgrounds,,,-37.8406031,144.9149103,4.6
1048,Coronet Park,4.6,1,Playgrounds,,,-37.7860033,144.9232602,4.6
1049,La Mama Courthouse,4.6,1,Theatres,,,-37.7977156,144.9686989,4.6
1050,Australian Club,4.6,1,Points of Interest & Landmarks • Historic Walking Areas,,,-37.816753,144.9591256,4.6
1051,Charles La Trobe Statue,4.6,1,Monuments & Statues,,,-37.7195067,145.045915,4.6
1052,Yarra's Edge Marina,4.6,1,Boat Hire • Self-Guided Tours & Rentals,,,-37.8244807,144.9449994,4.6
1053,Larry La Trobe Sculpture,4.6,1,Points of Interest & Landmarks • Mysterious Sites,,,-37.8148118,144.9665076,4.6
1054,Moneymex,4.6,1,Speciality & Gift Shops,,,-37.7931764,145.0718643,4.6
1055,Relax Day Spa,4.6,1,Nature & Wildlife Tours,,,-37.8058401,144.9574909,4.6
1056,The George Comedy Club South Melbourne,4.6,1,Comedy Clubs,,,-37.8347687,144.9639086,4.6
1057,Comedy Republic,4.6,1,Bars & Clubs • Comedy Clubs,,,-37.8134076,144.9668472,4.6
1058,Flemington Library,4.6,1,Libraries,,,-37.7885186,144.9303556,4.6
1059,Melville House,4.6,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.7583608,144.9450551,4.6
1060,St John the Baptist Greek Orthodox Church - North Carlton,4.6,1,Churches & Cathedrals,,,-37.782529,144.970282,4.6
1061,Lepicier,4.6,1,Speciality & Gift Shops,,,-37.8105029,144.9663788,4.6
1062,St Cartthage's University Parish Church,4.6,1,Churches & Cathedrals,,,-37.8102553,144.9909237,4.6
1063,Former Mcphersons Building,4.6,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8073212,144.9652125,4.6
1064,Overseas Designer Warehouse,4.5,1,Factory Outlets,,,-37.816119,144.966087,4.5
1065,former North Melbourne Town Hall and Municipal Offices,4.5,1,Architectural Buildings • Government Buildings,,,-37.8150856,144.9665653,4.5
1066,Cairns Memorial Church,4.5,1,Churches & Cathedrals,,,-37.8114867,144.9848077,4.5
1067,Bushy Creek Trail,4.5,1,Biking Trails,,,-37.8078675,145.1325961,4.5
1068,Billy Slater Statue,4.5,1,Monuments & Statues,,,-37.825132,144.983782,4.5
1069,Comics 'R' Us,4.5,1,Speciality & Gift Shops,,,-37.812913,144.966737,4.5
1070,Lekker Bikes,4.5,1,Bike Tours • Equipment Hire,,,-37.8021483,144.9470199,4.5
1071,North and West Melbourne Red Cross Memorial,4.5,1,Monuments & Statues,,,-37.8051845,144.9487467,4.5
1072,Gosch's Paddock,4.5,1,Sports Complexes,,,-37.8259367,144.9872096,4.5
1073,Alcalston House,4.5,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8117112,144.9756361,4.5
1074,Treacey Centre,4.5,1,Historic Walking Areas • Architectural Buildings,,,-37.7848853,144.9574999,4.5
1075,Former Es&a Bank,4.5,1,Points of Interest & Landmarks • Architectural Buildings,,,35.6851763,139.7100517,4.5
1076,Paton Building,4.5,1,Architectural Buildings,,,-37.7968509,144.9607649,4.5
1077,St Michael's Catholic Church,4.5,1,Churches & Cathedrals,,,-37.7940486,144.9454109,4.5
1078,Knights Stadium,4.4,1,Arenas & Stadiums,,,-37.7621733,144.8453761,4.4
1079,Former Port of Melbourne Authority Building,4.4,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8215842,144.9443459,4.4
1080,St Carthage's Church,4.4,1,Religious Sites,,,-37.7933096,144.9579044,4.4
1081,Nurses Memorial Centre,4.4,1,Monuments & Statues,,,-37.8386737,144.97706,4.4
1082,Baillieu Library,4.4,1,Libraries,,,-37.7984583,144.9593518,4.4
1083,Glamp Cocktail Bar,4.4,1,Bars & Clubs,,,-37.8142781,144.9666247,4.4
1084,Bunjil Scupture,4.4,1,Religious Sites,,,-37.8207043,144.952401,4.4
1085,Maori Chief Hotel,4.4,1,Bars & Clubs,,,-37.8298282,144.962183,4.4
1086,St Michael's Anglican Church - North Carlton,4.4,1,Historic Walking Areas • Churches & Cathedrals,,,-37.7850639,144.9683685,4.4
1087,SkyBus Melbourne,4.3,1,Taxis & Shuttles,,,-37.8165176,144.9524199,4.3
1088,Former Australian Felix Hotel,4.3,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8127931,144.9726772,4.3
1089,The Palace Theatre,4.3,1,Cinemas,,,-37.8114025,144.9722943,4.3
1090,Former Auditorium Building,4.3,1,Points of Interest & Landmarks,,,-37.8091968,144.964036,4.3
1091,Diana And The Hounds,4.3,1,Monuments & Statues,,,-37.8142943,144.9785045,4.3
1092,Unreel Private Fishing Charters,4.3,1,Fishing Charters & Tours,,,-37.8635291,144.966067,4.3
1093,The Leveson,4.3,1,Bars & Clubs,,,-37.8036893,144.9512784,4.3
1094,Boer War Obelisk,4.3,1,Monuments & Statues,,,-37.8259264,144.9718308,4.3
1095,Old Pathology Building,4.2,1,Architectural Buildings,,,-37.7974499,144.9633926,4.2
1096,New Temple Church,4.2,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8148942,144.9676181,4.2
1097,Former Geroges Store,4.2,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.813389,144.963773,4.2
1098,Grosvenor House,4.2,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8723361,144.9902083,4.2
1099,The Walk Arcade,4.2,1,Shopping Malls,,,-37.8148182,144.9648649,4.2
1100,Australia Tourist Guide - Day Tours,4.2,1,Sightseeing Tours,,,-37.8171411,144.969985,4.2
1101,Vigorous Traditional Thai,4.2,1,Spas,,,-37.8055493,144.9511387,4.2
1102,St Mary's Anglican Church,4.2,1,Churches & Cathedrals,,,-37.8032389,144.9536068,4.2
1103,Royal Saxon Hotel,4.2,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8298035,144.9973764,4.2
1104,The Former Royal Park Psychiatric Hospital,4.2,1,Architectural Buildings,,,-37.7782846,144.9472969,4.2
1105,Green Bamboo Massage,4.2,1,Spas,,,-37.8695946,144.9805068,4.2
1106,Park Street Reserve,4.2,1,Parks,,,-37.7812877,144.9868633,4.2
1107,Winfield Building,4.1,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8263191,144.9388085,4.1
1108,Op Shop 'til You Get Enough,4.1,1,Shopping Tours,,,-37.835892,144.962184,4.1
1109,Scots Assembly Hall,4.1,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8147679,144.9681723,4.1
1110,Mitchell House,4.1,1,Architectural Buildings,,,-37.8121805,144.9619108,4.1
1111,Hoyts,4.1,1,Cinemas,,,-37.8102283,144.9627668,4.1
1112,Murchison Square,4,1,Parks,,,-37.8001708,144.9734025,4
1113,Powlett Reserve,4,1,Parks • Playgrounds,,,-37.8113853,144.9875168,4
1114,Westport Reserve,4,1,Parks,,,-37.8393769,144.9211697,4
1115,Turner Reserve,4,1,Parks,,,-37.7559241,144.9882914,4
1116,Old Arts Building,4,1,Architectural Buildings,,,-37.797672,144.9602371,4
1117,The Clarendon Centre,4,1,Shopping Malls,,,-37.8319085,144.9605615,4
1118,Angel Sculpture Birrarung Marr,4,1,Points of Interest & Landmarks • Mysterious Sites,,,-37.8182993,144.9717601,4
1119,Drewery Lane,4,1,Points of Interest & Landmarks,,,-37.8111454,144.9640635,4
1120,Bongo Transit,4,1,City Tours • Taxis & Shuttles,,,-37.8183886,144.9524854,4
1121,Milton House,4,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.81473,144.97356,4
1122,Austral Building,4,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8147064,144.9700146,4
1123,Former Flemington Court House,4,1,Architectural Buildings • Government Buildings,,,-37.7853397,144.9145631,4
1124,Deloraine Terrace,4,1,Historic Walking Areas • Architectural Buildings,,,-37.780872,144.9588174,4
1125,Saba,4,1,Speciality & Gift Shops,,,-37.8125901,144.9636034,4
1126,Lagerfield Bar & Beer Garden,4,1,Bars & Clubs,,,-37.822864,144.9584948,4
1127,Former Melbourne Sports Depot,4,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8143067,144.96342,4
1128,Clement Meadmore Dervish Sculpture,4,1,Points of Interest & Landmarks • Monuments & Statues,,,-37.813028,144.9682124,4
1129,City West Plaza,3.9,1,Shopping Malls,,,-37.7755271,144.8274581,3.9
1130,Vietnamese New Year,3.9,1,Theatre & Performances,,,-37.812393,144.964778,3.9
1131,Princes Hill Precinct,3.9,1,Historic Walking Areas,,,-37.7813148,144.9683074,3.9
1132,Northland Homemaker Centre,3.8,1,Factory Outlets • Shopping Malls,,,-37.7421605,145.0285191,3.8
1133,Victorian School for Deaf Children History Room,3.8,1,Historic Sites,,,-37.8495506,144.981888,3.8
1134,Captain James Cook Statue,3.8,1,Monuments & Statues,,,-37.8145681,144.9794821,3.8
1135,West Side Place,3.8,1,Art Galleries,,,-37.8142051,144.9526519,3.8
1136,Randy Dragon,3.8,1,Bars & Clubs,,,-37.8174522,144.9637787,3.8
1137,Travelvago Tours,3.8,1,Private Tours • Day Trips,,,-37.8186205,144.9627167,3.8
1138,Laibas Hair and Beauty Salon,3.8,1,Spas,,,-37.8425699,144.9528301,3.8
1139,FM Karaoke Bar,3.7,1,Karaoke Bars,,,-37.8124285,144.9687781,3.7
1140,Altman & Chemy,3.7,1,Speciality & Gift Shops,,,52.0952697,4.2782137,3.7
1141,Warehouse,3.7,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.7559927,145.0279217,3.7
1142,Mc Donalds and Co Building,3.7,1,Architectural Buildings,,,-37.8099974,144.9628724,3.7
1143,Warmsley House,3.7,1,Historic Walking Areas • Architectural Buildings,,,-37.7922679,144.957664,3.7
1144,Foot Locker,3.7,1,Speciality & Gift Shops,,,-37.8112455,144.9630966,3.7
1145,Melbourne Airport Rail,3.6,1,Rail Services,,,-37.6708673,144.8432785,3.6
1146,Parkville Post Office,3.6,1,Architectural Buildings • Government Buildings,,,-37.7953392,144.9575827,3.6
1147,Khokolatbar,3.6,1,Bars & Clubs,,,-37.8135962,144.961076,3.6
1148,"Former Commercial Bank Of Australia, Banking Chamber And Entrance",3.5,1,Points of Interest & Landmarks,,,-37.8451302,144.9796424,3.5
1149,The Gothic Bank,3.5,1,Architectural Buildings,,,-37.8166372,144.9618075,3.5
1150,Baroq Corporate,3.5,1,Bars & Clubs,,,-37.8112897,144.963987,3.5
1151,Flindersgate Carpark,3.4,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8168324,144.968777,3.4
1152,Nedwmarket Raiway Station,3.4,1,Historic Sites • Points of Interest & Landmarks,,,-37.7873776,144.9289078,3.4
1153,Shell House,3.3,1,Historic Sites • Points of Interest & Landmarks,,,-37.832555,144.952732,3.3
1154,Milk & Honey Remedial Massage,3.3,1,Spas,,,35.6676945,139.7046088,3.3
1155,Cast Iron Urinal,3.3,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8296433,144.9560243,3.3
1156,Former Melbourne Hospital,3.2,1,Historic Sites,,,-37.7986657,144.955973,3.2
1157,Bank of NSW facade,3.2,1,Universities & Schools • Architectural Buildings,,,-37.8474824,144.9786101,3.2
1158,Portland House,3.2,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8474824,144.9786101,3.2
1159,Ease Land Massage Little Bourke St Melbourne,3.2,1,Spas,,,-37.8115532,144.9689742,3.2
1160,Flemington Post Office,3.1,1,Architectural Buildings • Government Buildings,,,-37.7872478,144.931862,3.1
1161,Foundry Site Park,3,1,Parks • Gardens,,,-37.8352659,144.9595058,3
1162,Tram Shelter - High Street,3,1,Historic Sites • Architectural Buildings,,,-37.8130261,145.0231789,3
1163,Lucky Thursdays,3,1,Bars & Clubs,,,-37.8119425,144.9680248,3
1164,Travel Safe Coach Hire,2.8,1,Bus Services • Taxis & Shuttles,,,-37.8159574,144.9587447,2.8
1165,Former Herald Building,2.7,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8210226,144.9667025,2.7
1166,Former Equity Trustees Building,2.6,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.816535,144.956711,2.6
1167,North Carlton Precinct,2.6,1,Historic Walking Areas,,,-37.800344,144.9547359,2.6
1168,former Parkville Police Station,2.6,1,Historic Walking Areas • Architectural Buildings,,,-37.800344,144.9547359,2.6
1169,Billboard Saturdays,2.4,1,Bars & Clubs • Dance Clubs & Discos,,,-37.8118992,144.9679275,2.4
1170,Job Warehouse,2.4,1,Points of Interest & Landmarks • Architectural Buildings,,,-37.8217598,144.9537474,2.4
1171,Razzmatazz indie discotheque,2.1,1,Bars & Clubs • Dance Clubs & Discos,,,-37.8146122,144.9552038,2.1
1172,Fred Jackson Reserve,2,1,Parks,,,-37.7321817,144.9766727,2
1173,The Avenue Reserve,2,1,Parks,,,-37.7975016,144.8037872,2
1174,Melbourne International Comedy Festival,0,39,Cultural Events,,,-37.8149847,144.9668733,0
